,project_id,project_name,TotalUnitsCount,AvailableUnitsCount,city_id,region_id,district,property_year_of_built,BookingsCount,PercentageUnitsBooked,active_payment_by_cash,active_payment_by_loan,project_latitude,project_longitude,publish_date,code,completion_percentage,mega_project_id,unit_code,moh_price,price,block_number,apartment_number,building_number,unit_size,living_area,floor,floor_count,unit_type,bedroom_count,bathroom_count,selections_count,bookings_count,comment,apartment_type,zone_number,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,FirstPrice,partners,web,mobile,beneficiary,non_bene,construction_status,project_name_eng,district_eng,unit_type_eng,apartment_type_eng
10,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000842,237880.30717,299500.0,T6,T6-A-2-10,A,135.4,13.75,2,,شقة,2,4,1,1,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
11,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000843,234542.25264,299500.0,T6,T6-A-2-11,A,133.5,13.75,2,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
12,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000844,219608.85079,299500.0,T6,T6-A-2-12,A,125.0,13.75,2,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
13,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000845,226987.70817,299500.0,T6,T6-A-3-13,A,129.2,13.75,3,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
14,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000846,237880.30717,299500.0,T6,T6-A-3-14,A,135.4,13.75,3,0.0,شقة,2,4,1,1,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
15,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000847,234542.25264,299500.0,T6,T6-A-3-15,A,133.5,13.75,3,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
16,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000848,219608.85079,299500.0,T6,T6-A-3-16,A,125.0,13.75,3,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
17,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000849,226987.70817,299500.0,T6,T6-A-4-17,A,129.2,13.75,4,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
18,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000850,237880.30717,299500.0,T6,T6-A-4-18,A,135.4,13.75,4,0.0,شقة,2,4,1,1,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
19,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000851,234542.25264,299500.0,T6,T6-A-4-19,A,133.5,13.75,4,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
20,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000852,219608.85079,299500.0,T6,T6-A-4-20,A,125.0,13.75,4,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
21,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000853,226987.70817,299500.0,T6,T6-A-5-21,A,129.2,13.75,5,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
22,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000854,237880.30717,299500.0,T6,T6-A-5-22,A,135.4,13.75,5,0.0,شقة,2,4,1,1,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
23,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000855,234542.25264,299500.0,T6,T6-A-5-23,A,133.5,13.75,5,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
24,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000856,219608.85079,299500.0,T6,T6-A-5-24,A,125.0,13.75,5,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
25,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000857,226987.70817,299500.0,T6,T6-A-6-25,A,129.2,13.75,6,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,13.6,8.8,15.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
26,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000858,237880.30717,299500.0,T6,T6-A-6-26,A,135.4,13.75,6,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.6,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
27,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000859,234542.25264,299500.0,T6,T6-A-6-27,A,133.5,13.75,6,,شقة,2,4,0,0,نموذج 2-2,شقة,1,2.0,18.7,16.0,8.8,17.2,299500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
28,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000877,305695.52029,419626.0,T6,T6-B-3-13,B,174.0,21.92,3,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,19.2,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
29,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000878,314479.87432,419500.0,T6,T6-B-3-14,B,179.0,21.88,3,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.0,419500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
30,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000879,308155.13942,419668.0,T6,T6-B-3-15,B,175.4,21.93,3,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,16.9,419668.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
31,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000880,309209.26191,419626.0,T6,T6-B-3-16,B,176.0,21.92,3,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,21.1,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
32,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000881,305695.52029,419626.0,T6,T6-B-4-17,B,174.0,21.92,4,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,19.2,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
33,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000882,314479.87432,419500.0,T6,T6-B-4-18,B,179.0,21.88,4,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.0,419500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
34,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000883,308155.13942,419668.0,T6,T6-B-4-19,B,175.4,21.93,4,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,16.9,419668.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
35,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000884,309209.26191,419626.0,T6,T6-B-4-20,B,176.0,21.92,4,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,21.1,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
36,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000885,305695.52029,419626.0,T6,T6-B-5-21,B,174.0,21.92,5,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,19.2,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
37,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000886,314479.87432,419500.0,T6,T6-B-5-22,B,179.0,21.88,5,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.0,419500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
38,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000887,308155.13942,419668.0,T6,T6-B-5-23,B,175.4,21.93,5,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,16.9,419668.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
39,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000888,309209.26191,419626.0,T6,T6-B-5-24,B,176.0,21.92,5,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,21.1,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
40,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000889,305695.52029,419626.0,T6,T6-B-6-25,B,174.0,21.92,6,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,19.2,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
41,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000890,314479.87432,419500.0,T6,T6-B-6-26,B,179.0,21.88,6,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.0,419500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
42,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000891,308155.13942,419668.0,T6,T6-B-6-27,B,175.4,21.93,6,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,16.9,419668.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
43,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000892,309209.26191,419626.0,T6,T6-B-6-28,B,176.0,21.92,6,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,21.1,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
44,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000893,305695.52029,419626.0,T6,T6-B-7-29,B,174.0,21.92,7,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,19.2,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
45,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000894,314479.87432,419500.0,T6,T6-B-7-30,B,179.0,21.88,7,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.0,419500.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
46,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000895,308155.13942,419668.0,T6,T6-B-7-31,B,175.4,21.93,7,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,16.9,419668.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
47,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000896,309209.26191,419626.0,T6,T6-B-7-32,B,176.0,21.92,7,,شقة,3,4,0,0,نموذج 3-3,شقة,1,3.0,20.1,15.0,14.7,21.1,419626.0,1,1,1,0,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
48,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000930,250000.0,330190.0,T6,T6-D-G-2,D,152.5,19.76,0,,شقة,3,3,1,1,نموذج 3-3,شقة,1,3.0,20.1,16.8,14.7,15.4,250000.0,1,0,0,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
49,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000000931,250000.0,366029.0,T6,T6-D-G-3,D,169.2,20.0,0,,شقة,3,3,0,0,نموذج 3-3,شقة,1,3.0,20.1,16.8,15.0,15.2,250000.0,1,0,0,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
50,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001025,323442.0,462927.0,T6,T6-G-G-1,G,214.1,23.09,0,,شقة,4,3,0,0,نموذج 4-4,شقة,1,4.0,15.8,18.6,11.2,15.2,423442.0,1,0,0,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
51,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001027,330562.0,470468.0,T6,T6-G-G-3,G,217.7,22.02,0,,شقة,3,3,0,0,نموذج 3-3,شقة,1,3.0,16.7,21.6,15.2,17.4,330562.0,1,0,0,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
52,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001031,539500.0,539500.0,T6,T6-G-1-7,G,226.7,25.44,1,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,16.7,19.7,15.2,16.6,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
53,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001034,539500.0,539500.0,T6,T6-G-2-10,G,222.8,25.44,2,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,16.7,20.0,15.2,16.0,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
54,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001035,539500.0,539500.0,T6,T6-G-2-11,G,226.7,25.44,2,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,16.7,19.7,15.2,16.6,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
55,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001037,539500.0,539500.0,T6,T6-G-3-13,G,225.1,25.44,3,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,15.8,18.6,15.2,22.4,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
56,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001038,539500.0,539500.0,T6,T6-G-3-14,G,222.8,25.44,3,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,16.7,20.0,15.2,16.0,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
57,77,تبوك - منازل العصرية - درة تبوك,243,115,41,11,المصيف,,1046,50.617284,1,1,28.455361,36.51625,2021-01-25,01-11-0003,0.0,,11-1104-2608-05-00000001041,539500.0,539500.0,T6,T6-G-4-17,G,225.1,25.44,4,,شقة,4,4,0,0,نموذج 4-4,شقة,1,4.0,15.8,18.6,15.2,22.4,539500.0,1,1,1,1,0,0,Tabuk - Modern Homes - Durat Tabuk,Summer,Apartment,Apartment
